차례	항목	풀이	품사	빈도	개수	교재	교과	교양	문학	신문	잡지	대본	구어	기타
5206	멋있다		형	35 	23 	3 	2 	3 	6 	0 	8 	4 	6 	3 
13287	멋쟁이01		명	10 	8 	1 	0 	1 	4 	0 	3 	0 	0 	1 
3350	멋지다		형	60 	35 	2 	5 	3 	21 	5 	18 	2 	2 	2 
11741	멋쩍다		형	12 	7 	0 	0 	0 	7 	0 	1 	3 	0 	1 
43690	멋쩍어지다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
32363	멋쩍어하다		동	2 	2 	0 	0 	0 	1 	0 	1 	0 	0 	0 
15485	멍01		명	8 	6 	0 	1 	1 	2 	0 	0 	0 	0 	4 
32364	멍게01		명	2 	2 	1 	0 	0 	1 	0 	0 	0 	0 	0 
43691	멍군		명	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
18454	멍들다		동	6 	6 	0 	0 	3 	1 	0 	2 	0 	0 	0 
32365	멍멍01		부	2 	2 	1 	0 	0 	0 	0 	0 	0 	0 	1 
43692	멍멍탕	-湯	명	1 	1 	0 	0 	0 	0 	0 	0 	1 	0 	0 
32366	멍멍하다		형	2 	2 	0 	0 	1 	1 	0 	0 	0 	0 	0 
23190	멍석		명	4 	4 	1 	0 	0 	1 	1 	0 	0 	0 	1 
23191	멍에01	~를 메우다	명	4 	4 	0 	0 	1 	2 	0 	1 	0 	0 	0 
43693	멍에02	배의 부분	명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
43694	멍울01		명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
43695	멍울멍울		부	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
43696	멍청		명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
16797	멍청이		명	7 	5 	0 	0 	2 	4 	0 	1 	0 	0 	0 
8061	멍청하다		형	20 	13 	0 	0 	6 	10 	1 	1 	0 	1 	1 
32367	멍청해지다		동	2 	2 	0 	0 	1 	1 	0 	0 	0 	0 	0 
14301	멍청히		부	9 	5 	0 	0 	0 	4 	0 	4 	1 	0 	0 
8062	멍텅구리		명	20 	2 	0 	0 	0 	20 	0 	0 	0 	0 	0 
7760	멍하니		부	21 	13 	0 	0 	1 	12 	1 	1 	6 	0 	0 
11742	멍하다		형	12 	12 	2 	1 	0 	4 	0 	3 	1 	0 	1 
20527	멍해지다		동	5 	5 	0 	0 	1 	2 	0 	1 	0 	0 	1 
32368	멍히		부	2 	1 	0 	0 	0 	2 	0 	0 	0 	0 	0 
5479	멎다01		동	33 	17 	2 	0 	7 	17 	0 	2 	4 	0 	1 
43697	메80	'뭐'의 방언	대	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
26735	메가	mega	의	3 	3 	0 	0 	1 	0 	1 	1 	0 	0 	0 
20528	메가바이트	megabyte	의	5 	2 	0 	0 	3 	0 	2 	0 	0 	0 	0 
32369	메가비피에스	Mbps	의	2 	1 	0 	0 	0 	0 	2 	0 	0 	0 	0 
20529	메가와트	MW	의	5 	3 	0 	0 	0 	0 	5 	0 	0 	0 	0 
26736	메가폰	megaphone	명	3 	2 	0 	0 	0 	2 	1 	0 	0 	0 	0 
13288	메가헤르츠	megahertz	의	10 	4 	0 	0 	0 	0 	7 	0 	0 	1 	2 
23192	메기01		명	4 	2 	0 	3 	0 	1 	0 	0 	0 	0 	0 
5002	메뉴	menu	명	37 	18 	5 	0 	4 	0 	15 	11 	2 	0 	0 
23193	메뉴판	menu板	명	4 	2 	0 	0 	0 	4 	0 	0 	0 	0 	0 
16798	메다01	목이 ~	동	7 	6 	0 	0 	1 	5 	0 	0 	1 	0 	0 
6051	메다02	총을 ~	동	29 	19 	1 	1 	5 	12 	1 	3 	5 	0 	1 
43698	메다꽂다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
43699	메다꽂히다		동	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
15486	메달02	medal	명	8 	4 	1 	0 	0 	0 	7 	0 	0 	0 	0 
43700	메달리스트	medalist	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
43701	메디컬	medical	명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
11743	메뚜기02		명	12 	11 	1 	0 	4 	2 	1 	3 	0 	0 	1 
43702	메롱		감	1 	1 	0 	0 	0 	0 	0 	0 	1 	0 	0 
43703	메리지		명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
32370	메리트	merit	명	2 	2 	0 	0 	0 	0 	2 	0 	0 	0 	0 
7508	메마르다		형	22 	17 	3 	2 	3 	6 	3 	5 	0 	0 	0 
7231	메모	memo	명	23 	14 	1 	0 	1 	3 	11 	4 	2 	0 	1 
14302	메모리	memory	명	9 	5 	0 	0 	6 	0 	2 	1 	0 	0 	0 
23194	메모지	memo紙	명	4 	4 	0 	0 	0 	2 	2 	0 	0 	0 	0 
20530	메모하다	memo-	동	5 	3 	0 	0 	0 	0 	0 	2 	0 	0 	3 
16799	메밀		명	7 	3 	0 	2 	0 	0 	0 	5 	0 	0 	0 
43704	메밀국수		명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
43705	메밀껍질		명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
14303	메밀꽃		명	9 	3 	1 	0 	0 	0 	0 	8 	0 	0 	0 
43706	메밀나물01		명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
15487	메밀묵		명	8 	3 	0 	0 	0 	7 	0 	1 	0 	0 	0 
23195	메밀밭		명	4 	3 	1 	0 	0 	0 	0 	3 	0 	0 	0 
32371	메밥		명	2 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 
26737	메세나	&프mecenat	명	3 	1 	0 	0 	3 	0 	0 	0 	0 	0 	0 
43707	메수수		명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
23196	메스01	&네mes	명	4 	3 	0 	0 	0 	0 	0 	4 	0 	0 	0 
32372	메스껍다		형	2 	2 	0 	0 	1 	1 	0 	0 	0 	0 	0 
43708	메슥거리다		동	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
11744	메시아01	Messiah	명	12 	1 	0 	0 	0 	0 	0 	0 	0 	0 	12 
43709	메시아니즘	Messianism	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
3526	메시지	message	명	57 	22 	1 	0 	26 	2 	19 	6 	3 	0 	0 
32373	메시포테이토		명	2 	1 	0 	0 	0 	0 	0 	2 	0 	0 	0 
15488	메아리		명	8 	7 	0 	0 	1 	4 	2 	0 	1 	0 	0 
32374	메아리치다		동	2 	2 	0 	0 	0 	1 	1 	0 	0 	0 	0 
43710	메어붙이다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
43711	메어지다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
3805	메우다02		동	52 	36 	1 	1 	11 	17 	10 	9 	0 	0 	3 
32375	메워지다		동	2 	2 	0 	0 	1 	0 	1 	0 	0 	0 	0 
32376	메이다02		동	2 	2 	0 	0 	0 	0 	0 	2 	0 	0 	0 
20531	메이저80	major	명	5 	3 	0 	0 	1 	0 	0 	4 	0 	0 	0 
10502	메이커	maker	명	14 	10 	1 	0 	2 	0 	8 	3 	0 	0 	0 
7509	메이크업	makeup	명	22 	1 	0 	0 	0 	0 	0 	22 	0 	0 	0 
32377	메이크업베이스	make-up base	명	2 	1 	0 	0 	0 	0 	0 	2 	0 	0 	0 
43712	메이킹	making	명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
16800	메인80	main	명	7 	6 	0 	0 	1 	0 	0 	5 	1 	0 	0 
43713	메인스타디움	main stadium	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
43714	메인프레임	main frame	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
23197	메일	mail	명	4 	3 	0 	0 	1 	0 	3 	0 	0 	0 	0 
11745	메주		명	12 	3 	0 	2 	0 	0 	8 	2 	0 	0 	0 
43715	메주콩		명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
43716	메줏가루		명	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 
26738	메질꾼		명	3 	1 	0 	0 	0 	0 	0 	3 	0 	0 	0 
43717	메치다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
43718	메카	Mecca	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
7232	메커니즘	mechanism	명	23 	9 	0 	0 	18 	0 	4 	1 	0 	0 	0 
23198	메탄	methane	명	4 	2 	3 	0 	0 	0 	1 	0 	0 	0 	0 
26739	메탄가스	methane gas	명	3 	3 	0 	0 	1 	0 	2 	0 	0 	0 	0 
43719	메탄올	methanol	명	1 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 
23199	메탈	metal	명	4 	2 	0 	0 	1 	0 	0 	3 	0 	0 	0 
26740	메토끼		명	3 	1 	0 	0 	3 	0 	0 	0 	0 	0 	0 
43720	멕이다		동	1 	1 	0 	0 	0 	0 	0 	0 	1 	0 	0 
43721	멕히다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
11746	멘트	ment	명	12 	2 	0 	0 	0 	0 	0 	2 	0 	0 	10 
43722	멘트하다	ment-	동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
43723	멜라닌	melanin	명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
43724	멜랑콜리	melancholy	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
43725	멜로	melo	명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
32378	멜로드라마	melodrama	명	2 	2 	0 	0 	1 	0 	0 	0 	0 	0 	1 
43726	멜로드라마적	melodrama的	명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
12458	멜로디	melody	명	11 	8 	1 	0 	1 	1 	1 	6 	0 	1 	0 
23200	멜론	melon	명	4 	2 	0 	0 	0 	1 	0 	3 	0 	0 	0 
43727	멜빵		명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
32379	멜빵바지		명	2 	1 	0 	0 	0 	0 	0 	2 	0 	0 	0 
5480	멤버	member	명	33 	16 	0 	0 	0 	5 	12 	16 	0 	0 	0 
32380	멤버십	membership	명	2 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 
23201	멥쌀		명	4 	1 	0 	0 	0 	0 	0 	4 	0 	0 	0 
43728	멧돼지		명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
43729	멧밭쥐		명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
26741	멧비둘기		명	3 	1 	0 	0 	3 	0 	0 	0 	0 	0 	0 
32381	멧새		명	2 	2 	0 	0 	2 	0 	0 	0 	0 	0 	0 
2923	며느리		명	71 	23 	5 	0 	14 	13 	4 	6 	2 	10 	17 
26742	며느릿감		명	3 	2 	0 	0 	0 	0 	0 	0 	1 	0 	2 
1021	며칠		명	219 	76 	35 	8 	15 	79 	11 	33 	7 	1 	30 
7510	멱01	~을 따다	명	22 	1 	0 	0 	22 	0 	0 	0 	0 	0 	0 
43730	멱03	~을 감다	명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
6403	멱살		명	27 	12 	0 	0 	0 	17 	0 	0 	8 	0 	2 
43731	멱살잡이허다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
43732	멱서리		명	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
43733	멱아지		명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
4058	면04	面. 행정 단위	명	48 	13 	0 	0 	25 	3 	18 	0 	0 	0 	2 
643	면05	面. 양쪽 ~	명	339 	86 	39 	8 	143 	16 	37 	54 	0 	30 	12 
5347	면07	綿	명	34 	5 	0 	0 	30 	0 	1 	3 	0 	0 	0 
23202	면08	麵	명	4 	3 	0 	0 	1 	1 	0 	2 	0 	0 	0 
32382	면구스럽다	面灸-	형	2 	2 	0 	0 	0 	1 	0 	0 	0 	0 	1 
5481	면담	面談	명	33 	14 	0 	3 	2 	12 	14 	1 	0 	0 	1 
18455	면담하다	面談-	동	6 	5 	0 	0 	0 	2 	3 	1 	0 	0 	0 
32383	면도	面刀	명	2 	2 	0 	0 	0 	1 	1 	0 	0 	0 	0 
32384	면도날	面刀-	명	2 	1 	0 	0 	0 	2 	0 	0 	0 	0 	0 
43734	면도사	面刀師	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
43735	면도칼	面刀-	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
43736	면류관	冕旒冠	명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
32385	면리	面里	명	2 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 
16801	면면01	面面	명	7 	7 	1 	0 	0 	0 	3 	3 	0 	0 	0 
15489	면면히	綿綿-	부	8 	5 	0 	0 	7 	0 	0 	1 	0 	0 	0 
6996	면모04	面貌	명	24 	15 	1 	1 	11 	3 	3 	5 	0 	0 	0 
14304	면목	面目	명	9 	8 	1 	0 	1 	4 	0 	1 	1 	0 	1 
43737	면민	面民	명	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
13289	면밀하다	綿密-	형	10 	8 	1 	0 	2 	0 	7 	0 	0 	0 	0 
13290	면밀히	綿密-	부	10 	7 	0 	0 	2 	1 	5 	2 	0 	0 	0 
32386	면바지	綿-	명	2 	2 	0 	0 	0 	2 	0 	0 	0 	0 	0 
18456	면박01	面駁	명	6 	6 	0 	0 	2 	2 	0 	1 	0 	0 	1 
43738	면박하다01	面駁-	동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
43739	면발	麵-	명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
43740	면복01	冕服	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
20532	면봉01	綿棒	명	5 	1 	0 	0 	0 	0 	0 	5 	0 	0 	0 
23203	면사무소	面事務所	명	4 	3 	0 	0 	1 	1 	0 	0 	0 	0 	2 
26743	면사포	面紗布	명	3 	2 	0 	0 	1 	2 	0 	0 	0 	0 	0 
43741	면상02	面上	명	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
32387	면섬유	綿纖維	명	2 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 
26744	면세01	免稅	명	3 	3 	1 	0 	0 	1 	1 	0 	0 	0 	0 
32388	면세점01	免稅店	명	2 	2 	0 	0 	0 	1 	0 	1 	0 	0 	0 
26745	면세점02	免稅點	명	3 	2 	0 	0 	0 	0 	2 	1 	0 	0 	0 
16802	면세품	免稅品	명	7 	1 	0 	0 	0 	7 	0 	0 	0 	0 	0 
32389	면수05	面數	명	2 	1 	2 	0 	0 	0 	0 	0 	0 	0 	0 
14305	면역02	免疫	명	9 	5 	0 	0 	4 	0 	5 	0 	0 	0 	0 
32390	면역되다02	免疫-	동	2 	2 	0 	0 	1 	1 	0 	0 	0 	0 	0 
32391	면역성	免疫性	명	2 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 
43742	면역시키다	免疫-	동	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
32392	면역증	免疫症	명	2 	1 	0 	0 	0 	0 	2 	0 	0 	0 	0 
20533	면장02	面長	명	5 	1 	0 	0 	0 	0 	0 	0 	0 	0 	5 
32393	면재	面材	명	2 	1 	0 	2 	0 	0 	0 	0 	0 	0 	0 
3806	면적	面積	명	52 	20 	2 	16 	14 	0 	17 	1 	0 	0 	2 
43743	면적률	面積率	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
43744	면전01	面前	명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
9555	면접	面接	명	16 	12 	3 	0 	3 	2 	4 	3 	0 	0 	1 
43745	면접시험	面接試驗	명	1 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 
43746	면접하다	面接-	동	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
10017	면제01	免除	명	15 	8 	0 	1 	0 	0 	4 	3 	0 	7 	0 
23204	면제되다	免除-	동	4 	4 	0 	0 	0 	0 	2 	2 	0 	0 	0 
23205	면제받다	免除-	동	4 	3 	0 	0 	1 	0 	3 	0 	0 	0 	0 
43747	면제자	免除者	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
20534	면제하다	免除-	동	5 	5 	0 	0 	0 	0 	3 	2 	0 	0 	0 
32394	면조01	免租	명	2 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 
32395	면조권	免租權	명	2 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 
43748	면조권론	免租權論	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
43749	면조권설	免租權說	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
43750	면조받다	免租-	동	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
43751	면종복배	面從腹背	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
18457	면죄부	免罪符	명	6 	6 	0 	0 	1 	0 	4 	1 	0 	0 	0 
43752	면주03	綿紬	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
20535	면직01	免職	명	5 	3 	0 	0 	0 	0 	4 	1 	0 	0 	0 
15490	면직물	綿織物	명	8 	1 	0 	0 	8 	0 	0 	0 	0 	0 	0 
43753	면찬	面讚	명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
20536	면책01	免責	명	5 	3 	0 	0 	0 	0 	5 	0 	0 	0 	0 
43754	면책금	免責金	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
43755	면책되다	免責-	동	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
26746	면천	免賤	명	3 	2 	0 	0 	1 	2 	0 	0 	0 	0 	0 
43756	면청02	面廳	명	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
15491	면포02	綿布	명	8 	3 	0 	0 	5 	0 	0 	0 	2 	0 	1 
3527	면하다01	免-	동	57 	42 	3 	1 	13 	13 	18 	6 	0 	0 	3 
43757	면하다02	面-	동	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
43758	면학	勉學	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
13291	면허01	免許	명	10 	6 	0 	0 	0 	2 	7 	1 	0 	0 	0 
16803	면허증	免許證	명	7 	3 	4 	0 	3 	0 	0 	0 	0 	0 	0 
16804	면화03	綿花	명	7 	4 	0 	0 	4 	0 	3 	0 	0 	0 	0 
7761	면회02	面會	명	21 	14 	1 	1 	1 	6 	5 	4 	0 	0 	3 
43759	면회객	面會客	명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
43760	면회실	面會室	명	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 
26747	면회하다02	面會-	동	3 	3 	2 	0 	0 	0 	0 	0 	0 	0 	1 
43761	멸02	滅	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
13292	멸망	滅亡	명	10 	5 	0 	0 	9 	0 	1 	0 	0 	0 	0 
43762	멸망당하다	滅亡當-	동	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 
18458	멸망시키다	滅亡-	동	6 	3 	0 	4 	2 	0 	0 	0 	0 	0 	0 
10018	멸망하다	滅亡-	동	15 	7 	0 	4 	11 	0 	0 	0 	0 	0 	0 
43763	멸문지화	滅門之禍	명	1 	1 	0 	0 	0 	0 	0 	0 	1 	0 	0 
43764	멸사	滅私	명	1 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 
43765	멸사봉공하다	滅私奉公-	동	1 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 
26748	멸성제	滅聖諦	명	3 	1 	0 	0 	3 	0 	0 	0 	0 	0 	0 
18459	멸시	蔑視	명	6 	5 	0 	0 	5 	0 	0 	0 	0 	0 	1 
43766	멸시당하다	蔑視當-	동	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
43767	멸시받다	蔑視-	동	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
20537	멸시하다	蔑視-	동	5 	5 	0 	0 	3 	2 	0 	0 	0 	0 	0 
43768	멸실	滅失	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
43769	멸실되다	滅失-	동	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
20538	멸종	滅種	명	5 	3 	0 	0 	5 	0 	0 	0 	0 	0 	0 
43770	멸종되다	滅種-	동	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
43771	멸종시키다	滅種-	동	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
43772	멸종하다	滅種-	동	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
5207	멸치		명	35 	9 	0 	3 	1 	5 	0 	26 	0 	0 	0 
43773	멸치조림		명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
20539	멸하다	滅-	동	5 	2 	0 	1 	4 	0 	0 	0 	0 	0 	0 
43774	몃		수	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
26749	명02	名.저자~	명	3 	3 	0 	0 	0 	0 	3 	0 	0 	0 	0 
77	명03	名. 한 ~	의	1,743 	131 	42 	42 	125 	161 	937 	306 	14 	68 	48 
14306	명04	命	명	9 	8 	1 	0 	1 	4 	1 	1 	0 	0 	1 
10503	명05	命	명	14 	9 	1 	0 	8 	4 	0 	1 	0 	0 	0 
43775	명감독	名監督	명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
43776	명강의	名講義	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
43777	명건축	名建築	명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
43778	명경03	明鏡	명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
32396	명곡01	名曲	명	2 	2 	0 	0 	1 	0 	0 	1 	0 	0 	0 
43779	명관01	名官	명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
43780	명궁01	名弓	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
43781	명기되다	明記-	동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
32397	명기하다01	明記-	동	2 	2 	0 	0 	1 	0 	1 	0 	0 	0 	0 
6222	명단01	名單	명	28 	19 	0 	1 	1 	4 	20 	2 	0 	0 	0 
6997	명당	明堂	명	24 	2 	0 	0 	23 	0 	0 	1 	0 	0 	0 
32398	명도04	明度	명	2 	1 	0 	2 	0 	0 	0 	0 	0 	0 	0 
43782	명동	鳴動	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
43783	명란01	明卵	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
20540	명란젓	明卵-	명	5 	1 	0 	0 	0 	0 	0 	5 	0 	0 	0 
32399	명랑01	明朗	명	2 	2 	0 	0 	0 	0 	1 	0 	0 	0 	1 
7762	명랑하다	明朗-	형	21 	13 	4 	0 	2 	9 	3 	2 	0 	0 	1 
32400	명랑해지다	明朗-	동	2 	2 	0 	0 	0 	2 	0 	0 	0 	0 	0 
2311	명령01	命令	명	93 	37 	1 	4 	35 	20 	25 	5 	0 	0 	3 
43784	명령되다	命令-	동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
43785	명령서	命令書	명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
5748	명령어	命令語	명	31 	3 	0 	0 	28 	0 	3 	0 	0 	0 	0 
43786	명령제	命令制	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
12459	명령하다	命令-	동	11 	10 	1 	0 	2 	3 	3 	2 	0 	0 	0 
9125	명료하다	明瞭-	형	17 	11 	0 	0 	11 	1 	4 	1 	0 	0 	0 
43787	명료화	明瞭化	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
43788	명륜당	明倫堂	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
23206	명리01	名利	명	4 	3 	0 	0 	3 	0 	0 	1 	0 	0 	0 
43789	명망가	名望家	명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
23207	명맥	命脈	명	4 	3 	0 	0 	3 	0 	1 	0 	0 	0 	0 
26750	명멸하다	明滅-	동	3 	3 	0 	0 	1 	0 	0 	1 	0 	0 	1 
20541	명명되다	命名-	동	5 	5 	1 	0 	1 	0 	3 	0 	0 	0 	0 
18460	명명하다01	命名-	동	6 	6 	0 	0 	4 	1 	1 	0 	0 	0 	0 
5103	명목02	名目	명	36 	27 	0 	0 	8 	5 	17 	6 	0 	0 	0 
9556	명문02	名門	명	16 	11 	0 	0 	2 	2 	4 	8 	0 	0 	0 
32401	명문05	明文	명	2 	2 	0 	0 	1 	0 	1 	0 	0 	0 	0 
32402	명문거족	名門巨族	명	2 	2 	0 	0 	1 	1 	0 	0 	0 	0 	0 
32403	명문고	名門高	명	2 	1 	0 	0 	0 	0 	2 	0 	0 	0 	0 
20542	명문대	名門大	명	5 	2 	0 	0 	0 	5 	0 	0 	0 	0 	0 
43790	명문대가	名門大家	명	1 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 
43791	명문대생	名門大生	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
43792	명문장가	名文章家	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
43793	명문화	明文化	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
16805	명물	名物	명	7 	6 	0 	0 	4 	0 	0 	3 	0 	0 	0 
43794	명민하다	明敏-	형	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
3925	명백하다	明白-	형	50 	28 	0 	0 	19 	8 	21 	2 	0 	0 	0 
26751	명백해지다	明白-	동	3 	3 	0 	0 	1 	0 	2 	0 	0 	0 	0 
5482	명백히	明白-	부	33 	19 	0 	0 	17 	1 	13 	2 	0 	0 	0 
23208	명복03	冥福	명	4 	3 	1 	0 	0 	2 	1 	0 	0 	0 	0 
20543	명부02	名簿	명	5 	5 	0 	0 	1 	1 	1 	1 	0 	0 	1 
43795	명부05	冥府	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
43796	명부식	名簿式	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
43797	명부전	冥府殿	명	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
3807	명분01	名分	명	52 	25 	0 	0 	6 	15 	26 	5 	0 	0 	0 
7763	명사01	名士	명	21 	4 	0 	0 	20 	0 	0 	0 	0 	0 	1 
32404	명사03	名詞	명	2 	2 	0 	0 	0 	1 	0 	1 	0 	0 	0 
43798	명사적	名詞的	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
20544	명산01	名山	명	5 	5 	0 	1 	2 	0 	1 	1 	0 	0 	0 
32405	명산지	名産地	명	2 	2 	0 	0 	2 	0 	0 	0 	0 	0 	0 
13293	명상04	冥想	명	10 	8 	0 	0 	3 	3 	2 	2 	0 	0 	0 
32406	명상기	冥想期	명	2 	1 	0 	0 	0 	0 	0 	2 	0 	0 	0 
43799	명상록01	冥想錄	명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
43800	명상적	冥想的	관	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
32407	명상하다02	冥想-	동	2 	2 	0 	0 	2 	0 	0 	0 	0 	0 	0 
10019	명색01	名色	명	15 	12 	0 	0 	1 	6 	3 	1 	4 	0 	0 
43801	명색02	名色	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
