차례	항목	풀이	품사	빈도	개수	교재	교과	교양	문학	신문	잡지	대본	구어	기타
16399	ㄱ01		명	7 	3 	2 	0 	0 	0 	0 	4 	0 	0 	1 
10933	가01	우물~	명	13 	10 	2 	0 	1 	4 	0 	2 	1 	0 	3 
10934	가07	家	명	13 	3 	0 	0 	12 	1 	0 	0 	0 	0 	0 
38207	가80	假	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
25486	가가03	假家	명	3 	2 	0 	1 	0 	2 	0 	0 	0 	0 	0 
30138	가가대소	呵呵大笑	명	2 	1 	0 	0 	0 	0 	0 	0 	0 	0 	2 
38208	가가대소하다	呵呵大笑-	동	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
38209	가가소소하다		형	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
30139	가가호호	家家戶戶	부	2 	2 	0 	0 	0 	0 	2 	0 	0 	0 	0 
22315	가감01	加減	명	4 	3 	0 	0 	0 	0 	1 	3 	0 	0 	0 
38210	가객02	歌客	명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
38211	가갸거겨		부	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
38212	가갸날		명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
38213	가거주	假居住	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
22316	가건물	假建物	명	4 	3 	0 	0 	0 	1 	1 	2 	0 	0 	0 
30140	가검물	可檢物	명	2 	1 	0 	0 	0 	0 	2 	0 	0 	0 	0 
1195	가게		명	192 	50 	34 	11 	9 	37 	12 	20 	51 	2 	16 
17945	가겟방	-房	명	6 	4 	1 	0 	0 	2 	0 	1 	2 	0 	0 
898	가격03	價格	명	250 	45 	8 	18 	70 	18 	109 	25 	0 	0 	2 
25487	가격하다	加擊-	동	3 	3 	0 	0 	1 	0 	1 	0 	1 	0 	0 
30141	가결하다01	可決-	동	2 	1 	0 	0 	0 	0 	2 	0 	0 	0 	0 
14013	가계06	家系	명	9 	7 	0 	0 	6 	0 	1 	2 	0 	0 	0 
9885	가계08	家計	명	15 	8 	0 	0 	1 	1 	2 	10 	0 	0 	1 
30142	가계부	家計簿	명	2 	2 	0 	1 	0 	0 	1 	0 	0 	0 	0 
38214	가계비	家計費	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
30143	가계성	家計性	명	2 	1 	0 	0 	0 	0 	2 	0 	0 	0 	0 
22317	가계약	假契約	명	4 	1 	0 	0 	0 	0 	4 	0 	0 	0 	0 
38215	가계약서	假契約書	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
19886	가곡01	歌曲	명	5 	5 	0 	1 	1 	0 	0 	2 	0 	1 	0 
38216	가곡집	歌曲集	명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
5703	가공01	加工	명	31 	20 	1 	3 	9 	0 	14 	3 	0 	0 	1 
30144	가공04	架空	명	2 	2 	0 	0 	1 	0 	1 	0 	0 	0 	0 
38217	가공과	加工科	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
25488	가공되다	加工-	동	3 	3 	0 	0 	1 	1 	1 	0 	0 	0 	0 
38218	가공법01	加工法	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
38219	가공성	加工性	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
22318	가공업	加工業	명	4 	2 	0 	4 	0 	0 	0 	0 	0 	0 	0 
38220	가공인물	架空人物	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
38221	가공적	架空的	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
38222	가공품	加工品	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
11543	가공하다01	加工-	동	12 	10 	0 	1 	2 	0 	7 	2 	0 	0 	0 
13039	가공하다03	可恐-	형	10 	9 	0 	0 	5 	1 	2 	2 	0 	0 	0 
38223	가공학과	加工學科	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
30145	가공형적	加工形的	관	2 	1 	0 	0 	0 	0 	2 	0 	0 	0 	0 
13040	가관02	可觀	명	10 	6 	0 	0 	3 	4 	0 	3 	0 	0 	0 
25489	가교02	架橋	명	3 	3 	0 	0 	1 	0 	1 	1 	0 	0 	0 
38224	가교적	架橋的	관	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
2986	가구03	家口	명	69 	25 	2 	3 	7 	2 	49 	6 	0 	0 	0 
7434	가구04	家具	명	22 	13 	2 	4 	4 	9 	2 	1 	0 	0 	0 
38225	가구상	家具商	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
38226	가구업체	家具業體	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
30146	가극03	歌劇	명	2 	2 	0 	0 	0 	0 	2 	0 	0 	0 	0 
38227	가근방	-近方	명	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
38228	가급받다	加給-	동	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
22319	가급적	可及的	명	4 	4 	0 	0 	1 	0 	0 	3 	0 	0 	0 
7681	가급적	可及的	부	21 	11 	0 	0 	5 	0 	9 	3 	0 	0 	4 
4667	가까스로		부	40 	23 	0 	1 	2 	17 	4 	6 	0 	0 	10 
4964	가까워지다		동	37 	30 	3 	3 	7 	8 	1 	11 	0 	3 	1 
3560	가까이		명	56 	31 	3 	8 	10 	19 	2 	13 	0 	1 	0 
1695	가까이		부	133 	74 	7 	17 	11 	41 	15 	23 	7 	2 	10 
15115	가까이하다		동	8 	6 	0 	0 	2 	3 	0 	0 	0 	0 	3 
648	가깝다		형	336 	106 	38 	34 	79 	77 	39 	55 	5 	4 	5 
1747	가꾸다		동	128 	40 	7 	84 	12 	7 	3 	13 	0 	0 	2 
38229	가꾸어지다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
38230	가꿔지다		동	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
852	가끔		부	260 	84 	43 	11 	25 	77 	9 	51 	1 	6 	37 
22320	가끔가다		부	4 	3 	0 	0 	0 	1 	0 	0 	0 	3 	0 
38231	가나다라		명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
5071	가난01		명	36 	17 	1 	0 	12 	6 	4 	2 	0 	0 	11 
22321	가난뱅이		명	4 	3 	0 	0 	3 	0 	0 	1 	0 	0 	0 
1716	가난하다		형	131 	57 	5 	13 	37 	32 	6 	18 	0 	0 	20 
30147	가난해지다	家難-	동	2 	2 	0 	0 	1 	0 	0 	1 	0 	0 	0 
10935	가내	家內	명	13 	6 	0 	1 	7 	1 	4 	0 	0 	0 	0 
30148	가내적	家內的	관	2 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 
38232	가내적	家內的	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
11544	가냘프다		형	12 	8 	0 	0 	3 	6 	0 	3 	0 	0 	0 
17946	가녀리다		형	6 	6 	0 	1 	1 	1 	0 	3 	0 	0 	0 
15116	가누다		동	8 	7 	0 	0 	2 	2 	1 	1 	0 	0 	2 
10358	가느다랗다		형	14 	10 	0 	0 	1 	10 	2 	1 	0 	0 	0 
38233	가느다래지다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
38234	가는귀		명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
19887	가는귀먹다		동	5 	2 	0 	0 	0 	0 	0 	4 	0 	0 	1 
30149	가는쑥부쟁이		명	2 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 
2757	가늘다		형	76 	24 	0 	15 	27 	19 	1 	12 	1 	0 	1 
38235	가늘어지다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
38236	가늠		명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
25490	가늠되다		동	3 	3 	1 	0 	1 	0 	1 	0 	0 	0 	0 
30150	가늠자		명	2 	2 	0 	0 	0 	0 	2 	0 	0 	0 	0 
6733	가늠하다		동	25 	19 	0 	2 	4 	8 	5 	6 	0 	0 	0 
6942	가능	可能	명	24 	14 	0 	0 	2 	0 	18 	4 	0 	0 	0 
483	가능성	可能性	명	428 	80 	4 	3 	177 	20 	172 	46 	0 	2 	4 
38237	가능액	可能額	명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
501	가능하다	可能-	형	417 	98 	10 	3 	164 	39 	120 	68 	3 	3 	7 
6003	가능해지다	可能-	동	29 	19 	2 	0 	18 	1 	5 	2 	0 	0 	1 
25	가다01		동	4,670 	165 	642 	226 	486 	1,310 	195 	492 	428 	330 	561 
150	가다01		보	1,191 	140 	57 	57 	307 	287 	179 	177 	24 	31 	72 
38238	가다02	이따금	부	1 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 
38239	가다가		부	1 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 
8638	가다듬다		동	18 	16 	2 	0 	3 	5 	4 	3 	1 	0 	0 
25491	가다듬어지다		동	3 	3 	0 	1 	0 	0 	0 	2 	0 	0 	0 
4857	가닥		명	38 	27 	0 	1 	8 	13 	7 	7 	0 	0 	2 
38240	가닥가닥01		부	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 
25492	가담01	加擔	명	3 	3 	0 	0 	0 	0 	3 	0 	0 	0 	0 
30151	가담자	加擔者	명	2 	2 	0 	0 	0 	1 	1 	0 	0 	0 	0 
10936	가담하다	加擔-	동	13 	10 	0 	0 	3 	2 	7 	0 	0 	0 	1 
25493	가당하다	可當-	형	3 	3 	0 	0 	0 	3 	0 	0 	0 	0 	0 
30152	가닿다		동	2 	2 	0 	0 	0 	2 	0 	0 	0 	0 	0 
19888	가도07	街道	명	5 	4 	0 	0 	1 	0 	4 	0 	0 	0 	0 
25494	가독성	可讀性	명	3 	1 	0 	0 	0 	0 	0 	3 	0 	0 	0 
30153	가동02	可動	명	2 	1 	0 	0 	0 	0 	2 	0 	0 	0 	0 
10937	가동07	稼動	명	13 	12 	0 	1 	0 	0 	10 	2 	0 	0 	0 
13041	가동되다	可動-	동	10 	7 	0 	1 	0 	0 	9 	0 	0 	0 	0 
17947	가동률	稼動率	명	6 	5 	0 	0 	0 	0 	5 	1 	0 	0 	0 
30154	가동비	可動費	명	2 	1 	0 	0 	0 	0 	0 	2 	0 	0 	0 
30155	가동성	可動性	명	2 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 
30156	가동시키다	可動-	동	2 	2 	0 	0 	0 	0 	2 	0 	0 	0 	0 
11545	가동하다02	稼動-	동	12 	10 	0 	1 	4 	2 	5 	0 	0 	0 	0 
19889	가두03	街頭	명	5 	5 	0 	0 	1 	1 	2 	0 	0 	0 	1 
4858	가두다01		동	38 	23 	0 	0 	12 	6 	8 	4 	1 	0 	7 
30157	가두리01		명	2 	1 	0 	2 	0 	0 	0 	0 	0 	0 	0 
38241	가두어지다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
38242	가드락80	김치 ~	명	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
30158	가드레일	guard-rail	명	2 	2 	0 	0 	0 	1 	1 	0 	0 	0 	0 
1196	가득01	~ 차다	부	192 	76 	8 	11 	34 	72 	16 	30 	5 	0 	16 
30159	가득가득01	~ 싣다	부	2 	2 	0 	0 	0 	2 	0 	0 	0 	0 	0 
3561	가득하다01		형	56 	31 	7 	3 	5 	11 	4 	9 	9 	1 	7 
7971	가득히		부	20 	15 	1 	0 	0 	7 	0 	4 	1 	0 	7 
38243	가든그리다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
30160	가디간	cardigan	명	2 	1 	0 	0 	0 	2 	0 	0 	0 	0 	0 
6943	가뜩이나		부	24 	20 	0 	0 	4 	6 	6 	4 	1 	1 	2 
30161	가라사대		동	2 	2 	0 	0 	1 	0 	0 	0 	0 	0 	1 
3173	가라앉다		동	64 	41 	0 	3 	10 	22 	9 	12 	3 	1 	4 
8639	가라앉히다		동	18 	17 	0 	1 	4 	8 	3 	1 	0 	0 	1 
25495	가라오케	&일karaoke	명	3 	3 	0 	0 	1 	0 	0 	2 	0 	0 	0 
30162	가락01	엿 한 ~	명	2 	2 	0 	0 	1 	1 	0 	0 	0 	0 	0 
19890	가락02	노랫~	명	5 	5 	1 	0 	0 	3 	0 	1 	0 	0 	0 
30163	가락지		명	2 	1 	0 	0 	0 	0 	0 	0 	2 	0 	0 
19891	가랑비		명	5 	5 	0 	1 	0 	3 	0 	1 	0 	0 	0 
16400	가랑이01		명	7 	7 	1 	0 	1 	4 	0 	0 	0 	0 	1 
30164	가랑잎01		명	2 	1 	0 	0 	0 	2 	0 	0 	0 	0 	0 
25496	가래03	농기구	명	3 	2 	0 	2 	0 	0 	0 	0 	1 	0 	0 
16401	가래06	~를 뱉다	명	7 	3 	0 	0 	0 	0 	1 	6 	0 	0 	0 
30165	가래떡		명	2 	2 	0 	1 	0 	0 	0 	0 	0 	0 	1 
17948	가래침		명	6 	3 	0 	0 	5 	1 	0 	0 	0 	0 	0 
30166	가량05	假量	명	2 	2 	0 	0 	1 	0 	0 	0 	0 	0 	1 
7435	가려내다		동	22 	14 	0 	0 	8 	3 	11 	0 	0 	0 	0 
25497	가려움증	-症	명	3 	2 	0 	0 	0 	0 	1 	2 	0 	0 	0 
6170	가려지다		동	28 	21 	0 	2 	3 	3 	15 	5 	0 	0 	0 
19892	가련하다	可憐-	형	5 	4 	0 	0 	3 	2 	0 	0 	0 	0 	0 
30167	가렴주구	苛斂誅求	명	2 	2 	0 	0 	1 	1 	0 	0 	0 	0 	0 
10938	가렵다		형	13 	11 	1 	0 	2 	2 	3 	3 	0 	1 	1 
1956	가령05	假令	부	112 	33 	5 	1 	69 	8 	14 	9 	0 	6 	0 
30168	가례03	嘉禮	명	2 	2 	0 	0 	1 	0 	0 	0 	0 	0 	1 
9014	가로01	~와 세로	명	17 	9 	2 	0 	4 	1 	5 	5 	0 	0 	0 
14014	가로04	街路	명	9 	4 	0 	0 	5 	1 	2 	1 	0 	0 	0 
38244	가로거치다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
25498	가로계	街路係	명	3 	1 	0 	0 	0 	3 	0 	0 	0 	0 	0 
25499	가로놓이다		동	3 	3 	0 	0 	1 	2 	0 	0 	0 	0 	0 
25500	가로눕다		동	3 	3 	0 	0 	0 	1 	0 	1 	0 	0 	1 
38245	가로대		명	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 
5311	가로등	街路燈	명	34 	8 	1 	12 	1 	18 	2 	0 	0 	0 	0 
38246	가로띠		명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
38247	가로림만	加露林灣	명	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 
4576	가로막다		동	41 	30 	1 	2 	12 	9 	10 	6 	1 	0 	0 
30169	가로막히다		동	2 	2 	0 	1 	1 	0 	0 	0 	0 	0 	0 
38248	가로망	街路網	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
38249	가로맡다		동	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
25501	가로무늬		명	3 	1 	0 	0 	3 	0 	0 	0 	0 	0 	0 
38250	가로보이다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
30170	가로세로		명	2 	2 	0 	1 	0 	0 	0 	1 	0 	0 	0 
8286	가로수	街路樹	명	19 	12 	0 	2 	1 	14 	0 	0 	1 	0 	1 
9886	가로젓다		동	15 	7 	0 	0 	0 	14 	1 	0 	0 	0 	0 
38251	가로줄		명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
6004	가로지르다		동	29 	22 	0 	3 	6 	17 	2 	0 	1 	0 	0 
9887	가로채다		동	15 	10 	0 	0 	4 	5 	5 	0 	1 	0 	0 
2789	가루01	분필 ~	명	75 	24 	1 	13 	6 	6 	8 	38 	1 	0 	2 
4177	가르다		동	46 	28 	2 	0 	11 	8 	9 	13 	1 	0 	2 
38252	가르랑거리다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
38253	가르쳐지다		동	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
698	가르치다01		동	313 	94 	45 	38 	55 	65 	24 	51 	7 	7 	21 
2884	가르침		명	72 	24 	4 	14 	45 	2 	1 	5 	0 	0 	1 
30171	가름01		명	2 	2 	0 	0 	1 	1 	0 	0 	0 	0 	0 
38254	가름대		명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
13042	가름하다01		동	10 	6 	0 	0 	6 	2 	2 	0 	0 	0 	0 
38255	가리나무		명	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
7972	가리다01	건물에 ~	동	20 	15 	0 	1 	1 	10 	4 	3 	0 	0 	1 
2913	가리다02	시야를 ~	동	71 	39 	2 	10 	5 	31 	6 	7 	7 	1 	2 
2305	가리다03	시비를 ~	동	93 	57 	5 	3 	19 	13 	22 	17 	7 	0 	7 
25502	가리비		명	3 	1 	0 	0 	0 	0 	0 	3 	0 	0 	0 
38256	가리어지다		동	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
25503	가리우다		동	3 	3 	0 	0 	1 	0 	0 	2 	0 	0 	0 
1367	가리키다01		동	167 	63 	4 	28 	39 	47 	10 	21 	16 	0 	2 
38257	가리키다02		동	1 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 
25504	가마01	가마솥	명	3 	3 	0 	1 	0 	2 	0 	0 	0 	0 	0 
30172	가마02	그릇 굽는 곳	명	2 	1 	0 	0 	0 	2 	0 	0 	0 	0 	0 
13043	가마04	가마니	명	10 	6 	0 	0 	3 	0 	2 	3 	0 	0 	2 
25505	가마05	탈것	명	3 	2 	0 	0 	0 	1 	0 	0 	2 	0 	0 
19893	가마니01		명	5 	3 	0 	0 	0 	1 	0 	0 	0 	0 	4 
38258	가마니틀		명	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
30173	가마때기		명	2 	1 	0 	0 	0 	2 	0 	0 	0 	0 	0 
38259	가마분	-分	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
10939	가마솥		명	13 	6 	0 	0 	0 	3 	0 	7 	0 	0 	3 
38260	가마우지		명	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 
38261	가막살나무		명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
19894	가만		감	5 	4 	0 	0 	0 	2 	0 	0 	3 	0 	0 
9888	가만		부	15 	13 	0 	1 	1 	6 	0 	0 	6 	1 	0 
38262	가만가만		부	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 
30174	가만두다		동	2 	2 	0 	0 	1 	1 	0 	0 	0 	0 	0 
7158	가만있다		동	23 	14 	1 	0 	1 	12 	0 	0 	4 	5 	0 
1706	가만히		부	132 	59 	7 	7 	16 	52 	2 	15 	6 	6 	21 
14015	가망04	可望	명	9 	6 	0 	0 	1 	1 	0 	3 	0 	0 	4 
38263	가매장	假埋葬	명	1 	1 	0 	0 	0 	0 	0 	0 	1 	0 	0 
38264	가맹사	加盟社	명	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
30175	가맹점	加盟店	명	2 	2 	0 	0 	2 	0 	0 	0 	0 	0 	0 
8287	가면02	假面	명	19 	9 	0 	1 	6 	7 	1 	4 	0 	0 	0 
38265	가면관	假面館	명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
38266	가면극	假面劇	명	1 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 
38267	가면무	假面舞	명	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 
6525	가명03	假名	명	26 	6 	0 	0 	0 	0 	5 	4 	0 	17 	0 
30176	가명제	假名制	명	2 	2 	0 	0 	0 	0 	1 	0 	0 	1 	0 
17949	가무04	歌舞	명	6 	3 	0 	0 	6 	0 	0 	0 	0 	0 	0 
38268	가무단	歌舞團	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
15117	가무잡잡하다		형	8 	4 	0 	0 	0 	7 	0 	1 	0 	0 	0 
38269	가무하다02	歌舞-	동	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
6348	가문01	家門	명	27 	16 	6 	0 	9 	2 	4 	4 	2 	0 	0 
38270	가물01		명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
19895	가물가물		부	5 	5 	0 	0 	0 	1 	0 	2 	0 	0 	2 
38271	가물가물하다		동	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
22322	가물거리다		동	4 	3 	0 	0 	1 	2 	0 	1 	0 	0 	0 
19896	가물다		동	5 	5 	0 	0 	0 	1 	0 	2 	0 	0 	2 
17950	가물치01		명	6 	3 	0 	0 	0 	3 	1 	2 	0 	0 	0 
4755	가뭄		명	39 	22 	1 	5 	8 	7 	6 	10 	1 	0 	1 
38272	가뭇가뭇하다		형	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
38273	가뭇없다		형	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
38274	가뭇없이		부	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
38275	가미04	加味	명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
16402	가미되다	加味-	동	7 	5 	1 	0 	5 	0 	0 	1 	0 	0 	0 
16403	가미하다	加味-	동	7 	7 	0 	0 	2 	1 	3 	1 	0 	0 	0 
38276	가반80	柯半	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
10359	가발02	假髮	명	14 	3 	0 	0 	1 	0 	0 	7 	6 	0 	0 
1530	가방01	~을 메다	명	149 	50 	30 	4 	10 	63 	9 	7 	19 	0 	7 
38277	가방07	街坊	명	1 	1 	0 	0 	0 	0 	0 	0 	1 	0 	0 
38278	가벌성	加罰性	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
11546	가벼워지다		동	12 	10 	1 	0 	0 	6 	4 	1 	0 	0 	0 
25506	가벼이		부	3 	3 	0 	0 	2 	0 	1 	0 	0 	0 	0 
25507	가변선	可變線	명	3 	1 	0 	0 	3 	0 	0 	0 	0 	0 	0 
38279	가변성	可變性	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
38280	가변식	可變式	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
38281	가변적	可變的	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
1189	가볍다		형	193 	81 	12 	30 	31 	45 	27 	31 	12 	3 	2 
38282	가보04	家寶	명	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 
38283	가보간		명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
38284	가봉하다03	假縫-	동	1 	1 	0 	0 	0 	0 	0 	0 	1 	0 	0 
30177	가부01	可否	명	2 	2 	0 	0 	0 	2 	0 	0 	0 	0 	0 
14016	가부장	家父長	명	9 	2 	0 	0 	9 	0 	0 	0 	0 	0 	0 
8640	가부장적	家父長的	관	18 	6 	0 	0 	17 	0 	0 	1 	0 	0 	0 
30178	가부장적	家父長的	명	2 	2 	0 	0 	2 	0 	0 	0 	0 	0 	0 
9889	가부장제	家父長制	명	15 	8 	0 	0 	12 	1 	1 	1 	0 	0 	0 
38285	가부장제적	家父長制的	관	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
25508	가부좌	跏趺坐	명	3 	3 	0 	0 	0 	1 	0 	0 	2 	0 	0 
25509	가빠지다		동	3 	3 	0 	0 	0 	3 	0 	0 	0 	0 	0 
30179	가뿐하다		형	2 	2 	0 	0 	0 	1 	1 	0 	0 	0 	0 
38286	가뿐해지다		동	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
30180	가뿐히		부	2 	2 	0 	0 	0 	0 	1 	1 	0 	0 	0 
8641	가쁘다		형	18 	16 	0 	0 	2 	5 	3 	5 	1 	0 	2 
38287	가사03	家士	명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
8642	가사05	家事	명	18 	11 	0 	0 	10 	1 	6 	1 	0 	0 	0 
30181	가사06	假死	명	2 	2 	0 	0 	1 	0 	0 	1 	0 	0 	0 
30182	가사08	袈裟	명	2 	2 	0 	0 	0 	0 	1 	1 	0 	0 	0 
4483	가사09	歌詞	명	42 	17 	2 	0 	21 	3 	2 	7 	1 	2 	4 
17951	가사10	歌辭	명	6 	2 	0 	1 	5 	0 	0 	0 	0 	0 	0 
22323	가사일		명	4 	3 	0 	0 	2 	1 	1 	0 	0 	0 	0 
38288	가산01	加算	명	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
25510	가산04	家産	명	3 	3 	0 	0 	0 	2 	0 	1 	0 	0 	0 
38289	가산되다	加算-	동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
30183	가산율	加算率	명	2 	1 	0 	0 	0 	0 	2 	0 	0 	0 	0 
38290	가산점	加算點	명	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
38291	가산하다	加算-	동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
30184	가상03	假相	명	2 	1 	0 	0 	0 	0 	0 	2 	0 	0 	0 
9015	가상04	假象	명	17 	1 	0 	0 	17 	0 	0 	0 	0 	0 	0 
3784	가상05	假想	명	52 	13 	0 	1 	36 	0 	7 	6 	0 	0 	2 
38292	가상되다	假想-	동	1 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 
38293	가상적	假想敵	관	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
22324	가상하다01	假想-	동	4 	4 	0 	0 	0 	0 	3 	1 	0 	0 	0 
30185	가상하다02	嘉尙-	동	2 	2 	0 	0 	1 	0 	1 	0 	0 	0 	0 
38294	가새잎머루		명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
38295	가새지르다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
38296	가석방	假釋放	명	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
25511	가석방되다	假釋放-	동	3 	2 	0 	0 	0 	1 	2 	0 	0 	0 	0 
25512	가설02	架設	명	3 	2 	0 	0 	2 	0 	1 	0 	0 	0 	0 
6171	가설04	假說	명	28 	13 	0 	0 	17 	0 	10 	0 	0 	0 	1 
19897	가설무대	假設舞臺	명	5 	3 	0 	0 	3 	1 	0 	0 	0 	0 	1 
25513	가설적	假說的	관	3 	3 	0 	0 	3 	0 	0 	0 	0 	0 	0 
25514	가설하다02	架設-	동	3 	1 	0 	0 	3 	0 	0 	0 	0 	0 	0 
38297	가성06	假聲	명	1 	1 	0 	0 	0 	0 	0 	0 	1 	0 	0 
19898	가세02	加勢	명	5 	3 	0 	0 	0 	0 	2 	3 	0 	0 	0 
38298	가세05	家世	명	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
11547	가세하다02	加勢-	동	12 	10 	0 	0 	4 	2 	3 	3 	0 	0 	0 
38299	가셔지다		동	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 
38300	가소롭다	可笑-	형	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
22325	가속01	加速	명	4 	4 	0 	1 	1 	0 	2 	0 	0 	0 	0 
17952	가속기	加速器	명	6 	1 	0 	0 	0 	0 	6 	0 	0 	0 	0 
10360	가속도	加速度	명	14 	6 	0 	5 	3 	4 	1 	1 	0 	0 	0 
19899	가속되다	加速-	동	5 	3 	0 	0 	4 	0 	1 	0 	0 	0 	0 
30186	가속시키다	加速-	동	2 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 
38301	가속적	加速的	명	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
